title,siglum,century,provenance,srclink,cursus,num_century
"SK-KRE (Kremnica) Antiphonarium Tom. 1, Fons 41, Fasc. 1, Nro. 11, 1553","SK-KRE Tom. 1, Fons 41, Fasc. 1, Nro. 11, 1553",15th century,medieval Hungary,https://cantus.sk/source/32495,,15
F-CACw : P. 12,F-CACw P. 12,14th century,"Rives-en-Seine (Olim : Saint-Wandrille-Rançon), France",http://musmed.eu/source/46837,,14
E-PAMan (Pamplona) partitura n. 13 olim 1/14,E-PAMan partitura n. 13 olim 1/14,14th century,,https://musicahispanica.eu/source/94867,,14
E-PAMan (Pamplona) partitura n. 43 olim 3/11,E-PAMan partitura n. 43 olim 3/11,12th century,,https://musicahispanica.eu/source/96660,,12
P-G (Guimarães) Arquivo Municipal Alfredo Pimenta N 024,P-G N 024,"14th cent., second half",,https://pemdatabase.eu/source/80395,unknown,14
E-VI (Vic) Pergamino 61,"E-VI Pergamino 61 (Calaix 9. Episc. I, nº 61)",12th century,,https://musicahispanica.eu/source/111250,,12
SK-KO (Košice) Antiphonarium Varadinense H III/2 mac 53,SK-KO (Košice) H III/2 mac 53,15th century,"medieval Hungary (Transylvania, Oradea)",https://cantus.sk/source/31158,,15
"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0170",CDN-Mrb MS Medieval 0170,16th century,Italy,https://cantusdatabase.org/source/693585,,16
P-BRam (Braga) Arquivo Municipal Nº 013 Códices,P-BRam Nº 013 Códices,12th - 13th cent.,,https://pemdatabase.eu/source/80983,Monastic,12
F-ME : Ms 732 bis (Pièce 13),F-ME Ms 732 bis (Pièce 13),13th century,Est de la France,http://musmed.eu/source/21706,Monastic,13
SK-KO (Košice) Antiphonarium H III/2 mac 20,SK-KO (Košice) H III/2 mac 20,15th century,medieval Hungary (Eastern Slovakia: Spiš),https://cantus.sk/source/31033,,15
E-PAMan (Pamplona) Partitura n. 136,E-PAMan Partitura n. 136,13th century,,https://musicahispanica.eu/source/126838,,13
E-PAMan (Pamplona) Partitura n. 144,E-PAMan Partitura n. 144,14th century,,https://musicahispanica.eu/source/126941,,14
E-SUe (Seo de Urgel) Fragmento 183.4,E-SUe Fragmento 183.4,12th century,,https://musicahispanica.eu/source/111477,,12
E-PAMan (Pamplona) Partitura n. 285,E-PAMan Partitura n. 285,16th century,,https://musicahispanica.eu/source/128214,,16
E-PAMan (Pamplona) Partitura n. 226,E-PAMan Partitura n. 226,13th century,,https://musicahispanica.eu/source/127766,,13
P-Cua (Coimbra) Arquivo Distrital e da Universidade IV-3ª Gav. 44 (03),P-Cua IV-3ª Gav. 44 (03),c. 1100,"Coimbra, Colégio de Jesus?",https://pemdatabase.eu/source/96874,,12
"SK-BRsa Antiphonarium Capitulum Posoniensis, Locus credibilis sine Sign. 1651-1658",SK-BRsa LC 1651,15th century,Slovakia / Hungary,https://cantus.sk/source/13903,,15
E-PAMan (Pamplona) Partitura n. 236,E-PAMan Partitura n. 236,16th century,,https://musicahispanica.eu/source/127852,,16
"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 612, 61 MMBŠ 16K57 1593-1595, škatuľa 18",SK-BSa 612,15th century,Slovakia,https://cantus.sk/source/90,,15
SK-Bra (Bratislava) EC Lad.2/43,SK-Bra ECLad.2/43,15th century,Slovakia,https://cantus.sk/source/10960,,15
P-Cug (Coimbra) Biblioteca Geral da Universidade MM 1063 (57),P-Cug MM 1063 (57),14th century ,,https://pemdatabase.eu/source/99000,,14
"SK-KRE (Kremnica) Antiphonarium Tom. 1, Fons 36, Fasc. 15, Nro. 715, 1597","SK-KRE Tom. 1, Fons 36, Fasc. 15, Nro. 715, 1597",15th century,Bohemia,https://cantus.sk/source/32493,,15
SK-BSa (Banská Štiavnica) Gemeiner Stadt Schemnitz Wochentlich Lon Register 1550 (sine Sign.),SK-BSa 1550,15th century,Slovakia,https://cantus.sk/source/126,,15
SK-KE (Kežmarok) Breviarium 3012,SK-KE (Kežmarok) sign. 3012,14th century,Hungary (Spiš region),https://cantus.sk/source/31663,,14
E-PAMan (Pamplona) Partitura n. 179,E-PAMan Partitura n. 179,14th century,,https://musicahispanica.eu/source/127301,,14
E-PAMan (Pamplona) partitura n. 94,E-PAMan partitura n. 94,13th century,,https://musicahispanica.eu/source/97792,,13
E-PAMan (Pamplona) Partitura n. 244,E-PAMan Partitura n. 244,16th century,,https://musicahispanica.eu/source/127894,,16
SK-Brl (Bratislava) A 11587,SK-BRl A 11587,15th century,Central Europe,https://cantus.sk/source/4990,,15
SK-KE (Kežmarok) Breviarium 26805,SK-KE (Kežmarok) sign. 26805,14th century,Poland (monastic),https://cantus.sk/source/31680,,14
A-KN Fragm. 445 Antiphonarium,A-KN Fragm. 445,12th century,Klosterneuburg,https://austriamanus.org/source/113,,12
F-AUT : Ms S 0076 (062 A),F-AUT Ms S 0076 (062 A),13th century,Autun,http://musmed.eu/source/25627,,13
P-VV (Vila Viçosa) Biblioteca do Palácio Real A.M. C-016,P-VV A.M. C-016,19th century,"Vila Viçosa, Convento de Nossa Senhora da Esperança",https://pemdatabase.eu/source/83174,unknown,19
P-POad (Portalegre) Arquivo Distrital CNELV04/001/0139,P-POad CNELV04/001/0139,14th century,,https://pemdatabase.eu/source/46531,,14
SK-KE (Kežmarok) Cantionale 30044,SK-KE (Kežmarok) sign. 30044,15th century,Low Countries,https://cantus.sk/source/31682,,15
GB-DRc : B.III.11,GB-DRc B.III.11,11th century,Liège ?,http://musmed.eu/source/15572,Romanum,11
E-PAMan (Pamplona) partitura n. 11 olim 1/12,E-PAMan partitura n .11 olim 1/12,13th century,,https://musicahispanica.eu/source/94843,,13
GB-Ob : Selden Supra 0027,GB-Ob Selden Supra 0027,11th century,"Bavière,  Diocèse d'Eichstätt,  Heidenheim, Abbaye St Wunibald d'Heidenheim",http://musmed.eu/source/126992,,11
D-BAa : Msc Patr 101,D-BAa Msc Patr 101,10th century,Italie,http://musmed.eu/source/8702,,10
SK-KO (Košice) Breviarium Fragm. MUSIC a,SK-KO (Košice) Fragm. MUSIC a,15th century,medieval Hungary (Spiš),https://cantus.sk/source/31253,,15
SK-KO (Košice) Antiphonarium Varadinense H III/2 mac 85,SK-KO (Košice) H III/2 mac 85,15th century,"medieval Hungary (Transylvania, Oradea)",https://cantus.sk/source/31164,,15
SK-KREm (Kremnica) Antiphonarium A 10,SK-KREm Antiphonarium A 10,15th century,Austria,https://cantus.sk/source/32551,,15
F-AI : Ms 0120,F-AI Ms 0120,11th century,Albi Cathédrale Sainte Cécile,http://musmed.eu/source/8391,,11
SK-BRsa Antiphonarium Bibliotheca Capituli Posoniensis Asc. 42,SK-BRsa Asc.42,15th century,Central Europe,https://cantus.sk/source/13841,,15
P-Cug (Coimbra) Biblioteca Geral da Universidade MM 1063 (38) + MM 1063 (41),P-Cug MM 1063 (38) + MM 1063 (41),15th century,,https://pemdatabase.eu/source/46514,Secular,15
F-RS : Ms 0007,F-RS Ms 0007,10th century,St Thierry,http://musmed.eu/source/14024,,10
SK-BRsa Kre Cx III,SK-BRsa Cx III,14th century,Central Europe,https://cantus.sk/source/13684,,14
SK-Brl (Bratislava) Frag. 9,SK-BRl Frag. 9,15th century,Slovakia,https://cantus.sk/source/4458,,15
SK-Brl (Bratislava) V. teol. 1426,SK-BRl V.teol. 1426,15th century,Germany,https://cantus.sk/source/4728,,15
"SK-BSa (Banská Štiavnica) Copirbuch No.inv.614, 63 MMBŠ 16K59 1597-1598, škatuľa 19",SK-BSa 614,15th century,Slovakia,https://cantus.sk/source/91,,15
GB-Lbl : Additional 18032,GB-Lbl Additional 18032,13th century,Abbaye bénédictine de Stavelot,http://musmed.eu/source/22359,,13
P-Cmn (Coimbra) Museu Nacional de Machado de Castro PD 1131 (olim 2271 [Museu Nacional de Machado de Castro]),P-Cmn 1131,16th century,Coimbra,https://pemdatabase.eu/source/52377,,16
P-EVad (Évora) Arquivo Distrital Mús. Lit. Ms. n.º 011,P-EVad Mús. Lit. Ms. n.º 011,16th century,,https://pemdatabase.eu/source/77620,,16
P-VV (Vila Viçosa) Biblioteca do Palácio Real A.M. D-006,P-VV A.M. D-006,1621,,https://pemdatabase.eu/source/79043,,17
P-VV (Vila Viçosa) Biblioteca do Palácio Real A.M. D-009,P-VV A.M. D-009,17th century,,https://pemdatabase.eu/source/78804,,17
PL-CZa ss Graduale Romanum,PL-CZa ss,17th century,Kraków,https://cantusplanus.pl/source/13553,,17
E-PAMan (Pamplona) partitura n. 52 olim 3/23,E-PAMan partitura n. 52 olim 3/23,14th century,,https://musicahispanica.eu/source/96897,,14
E-PAMan (Pamplona) Partitura n. 239,E-PAMan Partitura n. 239,16th century,,https://musicahispanica.eu/source/127874,,16
SK-Brl (Bratislava) V. teol. 3691,SK-BRl V.teol. 3691,14th century,Bohemia,https://cantus.sk/source/4735,,14
Kolínský antifonář - I. díl,CZ-Pn XII A 22,,,https://hymnologica.cz/source/10592,,
V-CVbav : Reg.lat.0342,V-CVbav Reg.lat.0342,11th century,Nord de la France,http://musmed.eu/source/96119,,11
SK-KE (Kežmarok) Antiphonarium 36445,SK-KE (Kežmarok) sign. 36445,15th century,Hungary (Spiš region),https://cantus.sk/source/31684,,15
A-KN Fragm. 009 Graduale,A-KN Fragm. 9,12th century,Austria/Germany,https://austriamanus.org/source/12,,12
"Helsinki, The National Library of Finland (Suomen Kansalliskirjasto), F.m.I.85",FIN-Hy F.m.I.85,13th century (1275-1300),,https://cantusdatabase.org/source/712830,,13
SK-BRsa Antiphonarium Scepusiense Protoc. XXI Anni 1618-1623,SK-BRsa Spis 1618,15th century,Slovakia - Spišská Kapitula,https://cantus.sk/source/13833,,15
SK-Lap (Levoča) Antiphonarium MMLE XXII/310,SK-Lap (Levoča) MMLE XXII/310,16th century,Hungary,https://cantus.sk/source/29831,,16
F-CHRm : Ms 0031 (85),F-CHRm Ms 0031 (85),11th century,St Père,http://musmed.eu/source/9340,,11
F-Pn : Lat. 5288,F-Pn Lat. 5288,12th century,"France, Fleury ?",http://musmed.eu/source/29519,,12
"E- OR, Archivo de la Catedral de Orense, Ms. 34",E- Ms. 34,14th century,Archivo capitular de la catedral de Orense,https://musicahispanica.eu/source/22606,,14
F-AUT : Ms S 0084 (067),F-AUT Ms S 0084 (067),15th century,Autun (XVème),http://musmed.eu/source/25648,,15
E-PAMan (Pamplona) Partitura n. 175,E-PAMan Partitura n. 175,13th century,,https://musicahispanica.eu/source/127239,,13
P-G (Guimarães) Arquivo Municipal Alfredo Pimenta N 133,P-G N 133,15th cent.,,https://pemdatabase.eu/source/80266,unknown,15
D-TRp : Hs 75,D-TRp Hs 75,11th century,Abbaye Saint-Matthias de Trèves,http://musmed.eu/source/14555,,11
F-Pn : Lat. 13252,F-Pn Lat. 13252,11th century,"France, Paris, St-Magloire de Paris",http://musmed.eu/source/13416,,11
P-VV (Vila Viçosa) Biblioteca do Palácio Real A.M. D-010,P-VV A.M. D-010,17th century (first half),,https://pemdatabase.eu/source/78887,,17
P-Cug (Coimbra) Biblioteca Geral da Universidade MM 1063 (75),P-Cug MM 1063 (75),[c. 1500],,https://pemdatabase.eu/source/100127,unknown,16
E-PAMan (Pamplona) Partitura n. 247,E-PAMan Partitura n. 247,16th century,,https://musicahispanica.eu/source/127929,,16
SK-BRp (Bratislava) M-967,SK-BRp M967,15th century,Central Europe,https://cantus.sk/source/5010,,15
A-KN Fragm. 159 Patrologia latina (Hilarii epistolam) + Antiphonen,A-KN Fragm. 159,12th century,Austria/Germany,https://austriamanus.org/source/53,,12
"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 620, 1611-1612",SK-BSa 620,14th century,Slovakia,https://cantus.sk/source/94,,14
E-PAMan (Pamplona) Partitura n. 241,E-PAMan Partitura n. 241,16th century,,https://musicahispanica.eu/source/127882,,16
P-Cug (Coimbra) Biblioteca Geral da Universidade MM 1063 (16) + MM 1063 (17),P-Cug MM 1063 (16) + MM 1063 (17),c. 1250-1275 ,England?,https://pemdatabase.eu/source/119562,unknown,13
"SK-BEt (Betliar) Slovenské národné múzeum - Múzeum Betliar 18 ANTIPHONARIUM Sign. 2019/00134, HK 14231","SK-BEt  2019/00134, HK 14231",15th century,Germany/ Poland,https://cantus.sk/source/29084,,15
SK-BRnm (Bratislava) MUS I 4,SK-BRnm MUS I 4,14th century,Slovakia,https://cantus.sk/source/205,,14
SK-MO (Modra) Magistrát mesta Modry 741 V. 156.1237. Strafgerichtsordnung 1656,SK-MO 741,15th century,Transylvania-Várad,https://cantus.sk/source/142,,15
E-PAMan (Pamplona) Partitura n. 288,E-PAMan Partitura n. 288,16th century,,https://musicahispanica.eu/source/128222,,16
P-Cua (Coimbra) Arquivo Distrital e da Universidade 1635 M,P-Cua 1635 M,16th century,,https://pemdatabase.eu/source/97062,unknown,16
"Sydney, University of Sydney - Fisher Library - Rare Books & Special Collections, Add.Ms. 327 (front pastedown)",AUS-Sfl Add.Ms. 327 (front pastedown),16th century,Spain,https://cantusdatabase.org/source/705671,,16
E-PAMan (Pamplona) Partitura n. 282,E-PAMan Partitura n. 282,16th century,,https://musicahispanica.eu/source/128174,,16
E-PAMan (Pamplona) Partitura n. 267,E-PAMan Partitura n. 267,16th century,,https://musicahispanica.eu/source/128064,,16
F-T : Ms 1294,F-T Ms 1294,12th century,Clairvaux,http://musmed.eu/source/14635,,12
E-PAMan (Pamplona) Partitura n. 125,E-PAMan Partitura n. 125,12th century,,https://musicahispanica.eu/source/126710,,12
E-PAMan (Pamplona) Partitura n. 311,E-PAMan Partitura n. 311,16th century,,https://musicahispanica.eu/source/128309,,16
"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 624, 1617-1619",SK-BSa 624,15th century,Slovakia,https://cantus.sk/source/97,,15
SK-KOs (Košice) Antiphonarium R 246 PA,SK-KOs R 246 PA,15th century,Bohemia,https://cantus.sk/source/10448,,15
"SK-KRE (Kremnica) Antiphonarium Tom. 1, Fons 31, Fasc. 5, Nro. 327, 1597","SK-KRE Tom. 1, Fons 31, Fasc. 5, Nro. 327, 1597",15th century,Bohemia,https://cantus.sk/source/32329,,15
E-PAMan (Pamplona) Partitura n. 158,E-PAMan Partitura n. 158,14th century,,https://musicahispanica.eu/source/127082,,14
P-Cug (Coimbra) Biblioteca Geral da Universidade MM 0233 [capa] + MM 0243 [capa],P-Cug MM 0233 [capa] + MM 0243 [capa],16th century,,https://pemdatabase.eu/source/96769,,16
F-O : Ms 073,F-O Ms 073,10th century,Abbaye de Fleury,http://musmed.eu/source/12650,,10
E-Mh (Madrid) Cod. 118,E-Mh Cod. 118,,,https://musicahispanica.eu/source/110211,,
SK-MO (Modra) Magistrát mesta Modry 4173 Rechnung der Stadtbaumeister 1644,SK-MO 4173,15th century,Slovakia,https://cantus.sk/source/167,,15
P-Pad (Porto) Arquivo Distrital NOT/CNPRT01/001/0034,P-Pad NOT/CNPRT01/001/0034,c. 1500,,https://pemdatabase.eu/source/70456,Secular,16
"SK-KRE (Kremnica) Antiphonarium Tom. 2, Fons 36, Fasc. 3, Nro. 93, 1605","SK-KRE Tom. 2, Fons 36, Fasc. 3, Nro. 93, 1605",15th century,Bohemia,https://cantus.sk/source/32571,,15
E-PAMan (Pamplona) Partitura n. 240,E-PAMan Partitura n. 240,15th century,,https://musicahispanica.eu/source/127878,,15
E-PAMan (Pamplona) Partitura n. 299,E-PAMan Partitura n. 299,15th century,,https://musicahispanica.eu/source/128257,,15
SK-Brl (Bratislava) BB 372,SK-BRl BB372,14th century,Central Europe (Poland - Cistercians),https://cantus.sk/source/5002,,14
V-CVbav : Pal.lat.0240,V-CVbav Pal.lat.0240,11th century,Allemagne,http://musmed.eu/source/14823,,11
E-PAMan (Pamplona) Partitura n. 231,E-PAMan Partitura n. 231,16th century,,https://musicahispanica.eu/source/127827,,16
F-BSM : Ms 0051,F-BSM Ms 0051,11th century,Abbaye Saint Bertin (XI/XII),http://musmed.eu/source/24165,,11
Antiphonarium,CH-SG 545,15th century,Sankt Gallen,https://hymnologica.cz/source/10742,,15
SK-MO (Modra) Magistrát mesta Modry 5190 Register der Abgaben für das Winzerrecht 1670,SK-MO 5190,15th century,Slovakia,https://cantus.sk/source/188,,15
SK-KREe (Kremnica) Antiphonarium 289 (296),SK-KREe Antiphonarium 289 (296),15th century,Lower Austria,https://cantus.sk/source/32557,,15
E-PAMan (Pamplona) Partitura n. 303,E-PAMan Partitura n. 303,16th century,,https://musicahispanica.eu/source/128275,,16
SK-Brl (Bratislava) V. teol. 4297,SK-BRl V.teol. 4297,15th century,Poland,https://cantus.sk/source/4739,,15
SK-BRsa Antiphonarium Bibliotheca Capituli Posoniensis Phil. 122,SK-BRsa Phil.122,15th century,Central Europe/ Poland,https://cantus.sk/source/13899,,15
"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 635, 1632-1639",SK-BSa 635,15th century,Slovakia,https://cantus.sk/source/105,,15
"Sydney, University of Sydney - Fisher Library - Rare Books & Special Collections, Add.Ms. 327 (rear pastedown)",AUS-Sfl Add.Ms. 327 (rear pastedown),12th century (1175-1200),Spain,https://cantusdatabase.org/source/705661,,12
F-BG : Ms 0036,F-BG Ms 0036,11th century,France,http://musmed.eu/source/8956,,11
F-Pn : Lat. 1132,F-Pn Lat. 1132,11th century,"France, St. Martial de Limoges",http://musmed.eu/source/13063,,11
F-Pn : Lat. 1133,F-Pn Lat. 1133,11th century,"France, Limoges, St. Martial de Limoges",http://musmed.eu/source/13064,,11
SK-KRE (Kremnica) Antiphonarium 1664–1666,SK-KRE 1664–1666,15th century,OFM,https://cantus.sk/source/32282,,15
A-KN Fragm. 331 Antiphonarium,A-KN Fragm. 331,15th century,Austria,https://austriamanus.org/source/71,,15
A-KN Fragm. 332 Antiphonarium,A-KN Fragm. 332,15th century,Austria,https://austriamanus.org/source/72,,15
PL-Wn 12498 IV Graduale cisterciense,PL-Wn Rps 12498 IV,14th century,"Cistercian, Silesia",https://cantusplanus.pl/source/35974,,14
SK-KE (Kežmarok) Antiphonarium 25010,SK-KE (Kežmarok) sign. 25010,15th century,Hungary (Spiš region),https://cantus.sk/source/31679,,15
"SK-BSa (Banská Štiavnica) Copirbuch No.inv. 629, 1625-1626",SK-BSa 629,15th century,Slovakia,https://cantus.sk/source/100,,15
SK-Bra (Bratislava) EC Lad.1/11,SK-Bra ECLad.1/11,14th century,Central Europe,https://cantus.sk/source/10952,,14
A-KN Fragm. 442 Antiphonarium,A-KN Fragm. 442,12th century,Austria/Germany,https://austriamanus.org/source/110,,12
"Montréal, McGill University - Rare Books and Special Collections - Manuscript Collection, MS Medieval 0064",CDN-Mrb MS Medieval 0064,14th century,Italy,https://cantusdatabase.org/source/693504,,14
"SK-KRE (Kremnica) Antiphonarium Tom. 1, Fons 31, Fasc. 2, Nro. 57, 1553","SK-KRE Tom. 1, Fons 31, Fasc. 2, Nro. 57, 1553",15th century,medieval Hungary,https://cantus.sk/source/32326,,15
F-Pn : Lat. 8922,F-Pn Lat. 8922,12th century,Abbaye d’Echternach,http://musmed.eu/source/13274,,12
V-CVbav : Pal.lat.0295,V-CVbav Pal.lat.0295,12th century,Allemagne ?,http://musmed.eu/source/14828,,12
SK-Bra (Bratislava) EC Lad.2/33,SK-Bra ECLad.2/33,14th century,Central Europe,https://cantus.sk/source/10957,,14
V-CVbav : Reg.lat.1462,V-CVbav Reg.lat.1462,11th century,"France, Abbaye de Fleury",http://musmed.eu/source/14891,,11
E-PAMan (Pamplona) Partitura n. 262,E-PAMan Partitura n. 262,16th century,,https://musicahispanica.eu/source/128050,,16
US-NYpm M.A.G.7 – Breviarium Dominici Kálmáncsehi,US-NYpm M.A.G.7,15th century,Hungary,https://hun-chant.eu/source/1382,,15
F-Pn : Lat. 2197,F-Pn Lat. 2197,10th century,France,http://musmed.eu/source/13110,,10
E-PAMan (Pamplona) Partitura n. 225,E-PAMan Partitura n. 225,12th century,,https://musicahispanica.eu/source/127761,,12
SK-Bra (Bratislava) EC Lad.2/41,SK-Bra ECLad.2/41,15th century,Central Europe,https://cantus.sk/source/10958,,15
SK-KE (Kežmarok) Antiphonarium 10728,SK-KE (Kežmarok) sign. 10728,15th century,Hungary (Spiš region),https://cantus.sk/source/31673,,15
E-Tc (Toledo) 35.7,E-Tc 35.7,12th century,"Ascribed to the Mozarabic Parish of Santa Eulalia, Toledo, but there is not enough evidence to prove this (see 'Description' above).",https://musicahispanica.eu/source/20188,cathedral,12
E-L (León) Ms 8,E-L Ms 8,10th century,Kingdom of León (see 'Description' above),https://musicahispanica.eu/source/20175,cathedral,10
E-Tc (Toledo) 35.5,E-Tc 35.5,13th century,"Ascribed to the Mozarabic parish of Santas Justa y Rufina of Toledo, but there is no evidence to prove this (see Description"" above)""",https://musicahispanica.eu/source/20186,cathedral,13
GB-Lbl (London) Add MS 30846,GB-Lbl Add MS 30846,11th century,"Preserved for long at Santo Domingo de Silos, but there is no evidence to confirm this origin in the manuscript (see Description"" above).""",https://musicahispanica.eu/source/20202,cathedral,11
E-Tc (Toledo) 35.4,E-Tc 35.4,11th century,"Ascribed to the Mozarabic Parish of Santa Eulalia, Toledo, but there is not enough evidence to prove this (see Description"" above).""",https://musicahispanica.eu/source/20185,cathedral,11
E-Mh (Madrid) Cod. 30,E-Mh Cod. 30,10th century,San Millán de la Cogolla (see 'Description' above),https://musicahispanica.eu/source/20176,cathedral,10
E-Tc (Toledo) 35.6,E-Tc 35.6,10th century,"Unknown (see Description"" above)""",https://musicahispanica.eu/source/20187,cathedral,10
GB-Lbl (London) Add MS 30844,GB-Lbl Add MS 30844,11th century,"Preserved for long at Santo Domingo de Silos, but there is no evidence to confirm this origin in the manuscript (see Description"" above).""",https://musicahispanica.eu/source/20201,cathedral,11
CH-SGs : Cod 484,CH-SGs Cod 484,10th century,St Gallen,http://musmed.eu/source/14311,,10
F-Pn : Lat. 1134,F-Pn Lat. 1134,11th century,A l'usage de St. Martial de Limoges,http://musmed.eu/source/13065,,11
